id,username,account,password,name,created_at,image,role,department
66,user388332,360338,pass1285,员工_1-1-2-1,2026-03-04 00:00:00,,1.1.2,部门1
67,user963306,880689,pass4168,员工_1-1-2-2,2026-03-04 00:00:00,,1.1.2,部门1
68,user803686,919256,pass2390,组长_1-1-3,2026-03-05 00:00:00,,1.1.3,部门1
69,user582683,114416,pass4250,员工_1-1-3-1,2026-03-05 00:00:00,,1.1.3,部门1
70,user581727,209530,pass9665,员工_1-1-3-2,2026-03-05 00:00:00,,1.1.3,部门1
71,user832617,101356,pass5048,组长_1-1-4,2026-03-06 00:00:00,,1.1.4,部门1
72,user851997,247530,pass9159,员工_1-1-4-1,2026-03-06 00:00:00,,1.1.4,部门1
73,user389766,377380,pass6105,员工_1-1-4-2,2026-03-06 00:00:00,,1.1.4,部门1
74,user982745,318096,pass4939,组长_1-1-5,2026-03-07 00:00:00,,1.1.5,部门1
75,user639070,458766,pass8043,员工_1-1-5-1,2026-03-07 00:00:00,,1.1.5,部门1
76,user563520,320704,pass1977,员工_1-1-5-2,2026-03-07 00:00:00,,1.1.5,部门1
77,user941874,510839,pass3429,组长_1-1-6,2026-03-08 00:00:00,,1.1.6,部门1
78,user738775,896286,pass7981,员工_1-1-6-1,2026-03-08 00:00:00,,1.1.6,部门1
79,user781551,640890,pass3593,员工_1-1-6-2,2026-03-08 00:00:00,,1.1.6,部门1
80,user662761,757350,pass2868,组长_1-1-7,2026-03-09 00:00:00,,1.1.7,部门1
81,user675362,304246,pass6476,员工_1-1-7-1,2026-03-09 00:00:00,,1.1.7,部门1
82,user587372,699129,pass3561,员工_1-1-7-2,2026-03-09 00:00:00,,1.1.7,部门1
83,user377335,204069,pass2874,组长_1-1-8,2026-03-10 00:00:00,,1.1.8,部门1
84,user913753,872247,pass2781,员工_1-1-8-1,2026-03-10 00:00:00,,1.1.8,部门1
85,user130267,980914,pass2264,员工_1-1-8-2,2026-03-10 00:00:00,,1.1.8,部门1
86,user951967,163216,pass1359,组长_1-1-9,2026-03-11 00:00:00,,1.1.9,部门1
87,user144150,351525,pass4193,员工_1-1-9-1,2026-03-11 00:00:00,,1.1.9,部门1
88,user602884,123260,pass4484,员工_1-1-9-2,2026-03-11 00:00:00,,1.1.9,部门1
89,user251341,221341,pass5967,组长_1-1-10,2026-03-12 00:00:00,,1.1.10,部门1
90,user634932,528554,pass4945,员工_1-1-10-1,2026-03-12 00:00:00,,1.1.10,部门1
91,user301283,345429,pass2901,员工_1-1-10-2,2026-03-12 00:00:00,,1.1.10,部门1
92,user844575,219516,pass9231,组长_1-1-11,2026-03-13 00:00:00,,1.1.11,部门1
93,user730800,185002,pass8792,员工_1-1-11-1,2026-03-13 00:00:00,,1.1.11,部门1
94,user233763,660142,pass2390,员工_1-1-11-2,2026-03-13 00:00:00,,1.1.11,部门1
95,user342967,930815,pass6526,组长_1-1-12,2026-03-14 00:00:00,,1.1.12,部门1
96,user270575,271299,pass9661,员工_1-1-12-1,2026-03-14 00:00:00,,1.1.12,部门1
97,user928441,485730,pass2350,员工_1-1-12-2,2026-03-14 00:00:00,,1.1.12,部门1
98,user342960,303299,pass7763,组长_1-1-13,2026-03-15 00:00:00,,1.1.13,部门1
99,user999709,639126,pass6607,员工_1-1-13-1,2026-03-15 00:00:00,,1.1.13,部门1
100,user661749,836607,pass4388,员工_1-1-13-2,2026-03-15 00:00:00,,1.1.13,部门1
101,user860000,121500,pass5914,组长_1-1-14,2026-03-16 00:00:00,,1.1.14,部门1
102,user859006,380022,pass1186,员工_1-1-14-1,2026-03-16 00:00:00,,1.1.14,部门1
103,user637340,802037,pass1233,员工_1-1-14-2,2026-03-16 00:00:00,,1.1.14,部门1
104,user356193,235451,pass7413,组长_1-1-15,2026-03-17 00:00:00,,1.1.15,部门1
105,user650091,811721,pass5427,员工_1-1-15-1,2026-03-17 00:00:00,,1.1.15,部门1
106,user701567,137094,pass9368,员工_1-1-15-2,2026-03-17 00:00:00,,1.1.15,部门1
107,user868975,314517,pass1582,组长_1-1-16,2026-03-18 00:00:00,,1.1.16,部门1
108,user405468,718687,pass8467,员工_1-1-16-1,2026-03-18 00:00:00,,1.1.16,部门1
109,user304821,334795,pass9502,员工_1-1-16-2,2026-03-18 00:00:00,,1.1.16,部门1
110,user206913,157052,pass3950,组长_1-1-17,2026-03-19 00:00:00,,1.1.17,部门1
111,user611315,885102,pass1166,员工_1-1-17-1,2026-03-19 00:00:00,,1.1.17,部门1
112,user146084,992223,pass8790,员工_1-1-17-2,2026-03-19 00:00:00,,1.1.17,部门1
113,user986821,810739,pass1940,组长_1-1-18,2026-03-20 00:00:00,,1.1.18,部门1
114,user277839,176609,pass4931,员工_1-1-18-1,2026-03-20 00:00:00,,1.1.18,部门1
115,user866440,451515,pass3602,员工_1-1-18-2,2026-03-20 00:00:00,,1.1.18,部门1
116,user958490,618797,pass8760,组长_1-1-19,2026-03-21 00:00:00,,1.1.19,部门1
117,user119635,788374,pass4828,员工_1-1-19-1,2026-03-21 00:00:00,,1.1.19,部门1
118,user139135,983565,pass4641,员工_1-1-19-2,2026-03-21 00:00:00,,1.1.19,部门1
119,user231817,570710,pass9703,组长_1-1-20,2026-03-22 00:00:00,,1.1.20,部门1
120,user842030,936531,pass7939,员工_1-1-20-1,2026-03-22 00:00:00,,1.1.20,部门1
121,user361118,137694,pass5259,员工_1-1-20-2,2026-03-22 00:00:00,,1.1.20,部门1
122,user773430,379005,pass6953,组长_1-1-21,2026-03-23 00:00:00,,1.1.21,部门1
123,user347012,953652,pass7422,员工_1-1-21-1,2026-03-23 00:00:00,,1.1.21,部门1
124,user592585,677196,pass1858,员工_1-1-21-2,2026-03-23 00:00:00,,1.1.21,部门1
125,user111703,892447,pass6037,组长_1-1-22,2026-03-24 00:00:00,,1.1.22,部门1
126,user110324,312550,pass7544,员工_1-1-22-1,2026-03-24 00:00:00,,1.1.22,部门1
127,user170082,934182,pass6028,员工_1-1-22-2,2026-03-24 00:00:00,,1.1.22,部门1
128,user723964,913944,pass8274,组长_1-1-23,2026-03-25 00:00:00,,1.1.23,部门1
129,user252475,653886,pass5286,员工_1-1-23-1,2026-03-25 00:00:00,,1.1.23,部门1
130,user852952,225041,pass9971,员工_1-1-23-2,2026-03-25 00:00:00,,1.1.23,部门1
131,user878526,280917,pass6475,组长_1-1-24,2026-03-26 00:00:00,,1.1.24,部门1
132,user232885,667394,pass5448,员工_1-1-24-1,2026-03-26 00:00:00,,1.1.24,部门1
133,user777010,896009,pass2921,员工_1-1-24-2,2026-03-26 00:00:00,,1.1.24,部门1
134,user687932,598617,pass9025,组长_1-1-25,2026-03-27 00:00:00,,1.1.25,部门1
135,user924626,935051,pass8654,员工_1-1-25-1,2026-03-27 00:00:00,,1.1.25,部门1
136,user234413,370399,pass8874,员工_1-1-25-2,2026-03-27 00:00:00,,1.1.25,部门1
137,user465038,447729,pass8116,组长_1-1-26,2026-03-28 00:00:00,,1.1.26,部门1
138,user105786,247471,pass4026,员工_1-1-26-1,2026-03-28 00:00:00,,1.1.26,部门1
139,user476887,883289,pass9865,员工_1-1-26-2,2026-03-28 00:00:00,,1.1.26,部门1
140,user719427,714142,pass3897,组长_1-1-27,2026-03-29 00:00:00,,1.1.27,部门1
141,user219517,666833,pass3517,员工_1-1-27-1,2026-03-29 00:00:00,,1.1.27,部门1
142,user953961,467840,pass3469,员工_1-1-27-2,2026-03-29 00:00:00,,1.1.27,部门1
143,user180688,772811,pass1921,组长_1-1-28,2026-03-30 00:00:00,,1.1.28,部门1
144,user619031,131757,pass2810,员工_1-1-28-1,2026-03-30 00:00:00,,1.1.28,部门1
145,user380862,764053,pass5284,员工_1-1-28-2,2026-03-30 00:00:00,,1.1.28,部门1
146,user496497,109212,pass4277,组长_1-1-29,2026-03-31 00:00:00,,1.1.29,部门1
147,user906966,412413,pass5219,员工_1-1-29-1,2026-03-31 00:00:00,,1.1.29,部门1
148,user133341,608042,pass4967,员工_1-1-29-2,2026-03-31 00:00:00,,1.1.29,部门1
149,user138087,316140,pass7785,组长_1-1-30,2026-04-01 00:00:00,,1.1.30,部门1
150,user634513,671235,pass8119,员工_1-1-30-1,2026-04-01 00:00:00,,1.1.30,部门1
151,user763380,938935,pass2440,员工_1-1-30-2,2026-04-01 00:00:00,,1.1.30,部门1
152,user242903,574665,pass3817,组长_1-2-1,2026-04-02 00:00:00,,1.2.1,部门1
153,user814706,473239,pass3113,员工_1-2-1-1,2026-04-02 00:00:00,,1.2.1,部门1
154,user688444,223895,pass4180,员工_1-2-1-2,2026-04-02 00:00:00,,1.2.1,部门1
155,user176253,851088,pass4261,组长_1-2-2,2026-04-03 00:00:00,,1.2.2,部门1
156,user837911,452203,pass9595,员工_1-2-2-1,2026-04-03 00:00:00,,1.2.2,部门1
157,user981715,212925,pass6419,员工_1-2-2-2,2026-04-03 00:00:00,,1.2.2,部门1
158,user175036,472133,pass4948,组长_1-2-3,2026-04-04 00:00:00,,1.2.3,部门1
159,user157863,128851,pass4713,员工_1-2-3-1,2026-04-04 00:00:00,,1.2.3,部门1
160,user341398,683810,pass5922,员工_1-2-3-2,2026-04-04 00:00:00,,1.2.3,部门1
161,user229165,918257,pass8623,组长_1-2-4,2026-04-05 00:00:00,,1.2.4,部门1
162,user157832,394922,pass8086,员工_1-2-4-1,2026-04-05 00:00:00,,1.2.4,部门1
163,user799093,980468,pass7037,员工_1-2-4-2,2026-04-05 00:00:00,,1.2.4,部门1
164,user723407,858869,pass2476,组长_1-2-5,2026-04-06 00:00:00,,1.2.5,部门1
165,user121352,670519,pass8710,员工_1-2-5-1,2026-04-06 00:00:00,,1.2.5,部门1
166,user970500,799628,pass3685,员工_1-2-5-2,2026-04-06 00:00:00,,1.2.5,部门1
167,user827986,800688,pass2993,组长_1-2-6,2026-04-07 00:00:00,,1.2.6,部门1
168,user438862,747301,pass5009,员工_1-2-6-1,2026-04-07 00:00:00,,1.2.6,部门1
169,user522447,783616,pass5281,员工_1-2-6-2,2026-04-07 00:00:00,,1.2.6,部门1
170,user953087,535776,pass2193,组长_1-2-7,2026-04-08 00:00:00,,1.2.7,部门1
171,user534491,272577,pass5821,员工_1-2-7-1,2026-04-08 00:00:00,,1.2.7,部门1
172,user778582,788491,pass4529,员工_1-2-7-2,2026-04-08 00:00:00,,1.2.7,部门1
173,user429710,553997,pass7022,组长_1-2-8,2026-04-09 00:00:00,,1.2.8,部门1
174,user928187,948945,pass2074,员工_1-2-8-1,2026-04-09 00:00:00,,1.2.8,部门1
175,user565697,946614,pass9505,员工_1-2-8-2,2026-04-09 00:00:00,,1.2.8,部门1
176,user838041,501480,pass6441,组长_1-2-9,2026-04-10 00:00:00,,1.2.9,部门1
177,user683720,406245,pass6579,员工_1-2-9-1,2026-04-10 00:00:00,,1.2.9,部门1
178,user624008,211513,pass5449,员工_1-2-9-2,2026-04-10 00:00:00,,1.2.9,部门1
179,user740194,535444,pass7915,组长_1-2-10,2026-04-11 00:00:00,,1.2.10,部门1
180,user134156,664399,pass9703,员工_1-2-10-1,2026-04-11 00:00:00,,1.2.10,部门1
181,user375980,822299,pass9372,员工_1-2-10-2,2026-04-11 00:00:00,,1.2.10,部门1
182,user979390,395964,pass5247,组长_1-2-11,2026-04-12 00:00:00,,1.2.11,部门1
183,user643195,288369,pass1182,员工_1-2-11-1,2026-04-12 00:00:00,,1.2.11,部门1
184,user603851,276223,pass2935,员工_1-2-11-2,2026-04-12 00:00:00,,1.2.11,部门1
185,user978787,395309,pass3181,组长_1-2-12,2026-04-13 00:00:00,,1.2.12,部门1
186,user720655,732513,pass5548,员工_1-2-12-1,2026-04-13 00:00:00,,1.2.12,部门1
187,user312681,297874,pass7608,员工_1-2-12-2,2026-04-13 00:00:00,,1.2.12,部门1
188,user649849,311302,pass3682,组长_1-2-13,2026-04-14 00:00:00,,1.2.13,部门1
189,user874782,546430,pass7375,员工_1-2-13-1,2026-04-14 00:00:00,,1.2.13,部门1
190,user237372,343932,pass2667,员工_1-2-13-2,2026-04-14 00:00:00,,1.2.13,部门1
191,user447568,829419,pass3383,组长_1-2-14,2026-04-15 00:00:00,,1.2.14,部门1
192,user681468,430044,pass7560,员工_1-2-14-1,2026-04-15 00:00:00,,1.2.14,部门1
193,user515335,516239,pass4645,员工_1-2-14-2,2026-04-15 00:00:00,,1.2.14,部门1
194,user619226,444909,pass1453,组长_1-2-15,2026-04-16 00:00:00,,1.2.15,部门1
195,user927471,556157,pass1228,员工_1-2-15-1,2026-04-16 00:00:00,,1.2.15,部门1
196,user843528,243778,pass7924,员工_1-2-15-2,2026-04-16 00:00:00,,1.2.15,部门1
197,user625663,159006,pass1304,组长_1-2-16,2026-04-17 00:00:00,,1.2.16,部门1
198,user467649,505675,pass1985,员工_1-2-16-1,2026-04-17 00:00:00,,1.2.16,部门1
199,user834313,457800,pass2264,员工_1-2-16-2,2026-04-17 00:00:00,,1.2.16,部门1
200,user252182,108332,pass9658,组长_1-2-17,2026-04-18 00:00:00,,1.2.17,部门1
201,user135978,470377,pass4112,员工_1-2-17-1,2026-04-18 00:00:00,,1.2.17,部门1
202,user948110,272924,pass1264,员工_1-2-17-2,2026-04-18 00:00:00,,1.2.17,部门1
203,user586173,934649,pass5246,组长_1-2-18,2026-04-19 00:00:00,,1.2.18,部门1
204,user328080,766657,pass4085,员工_1-2-18-1,2026-04-19 00:00:00,,1.2.18,部门1
205,user390439,969433,pass6753,员工_1-2-18-2,2026-04-19 00:00:00,,1.2.18,部门1
206,user824633,939486,pass1153,组长_1-2-19,2026-04-20 00:00:00,,1.2.19,部门1
207,user336142,511015,pass6471,员工_1-2-19-1,2026-04-20 00:00:00,,1.2.19,部门1
208,user293554,309515,pass1178,员工_1-2-19-2,2026-04-20 00:00:00,,1.2.19,部门1
209,user226660,339149,pass6176,组长_1-2-20,2026-04-21 00:00:00,,1.2.20,部门1
210,user592617,947378,pass6738,员工_1-2-20-1,2026-04-21 00:00:00,,1.2.20,部门1
211,user261015,727403,pass8868,员工_1-2-20-2,2026-04-21 00:00:00,,1.2.20,部门1
212,user534606,610834,pass6880,组长_1-2-21,2026-04-22 00:00:00,,1.2.21,部门1
213,user975151,660800,pass6579,员工_1-2-21-1,2026-04-22 00:00:00,,1.2.21,部门1
214,user123675,504048,pass4441,员工_1-2-21-2,2026-04-22 00:00:00,,1.2.21,部门1
215,user532952,164414,pass8447,组长_1-2-22,2026-04-23 00:00:00,,1.2.22,部门1
216,user895884,543868,pass6877,员工_1-2-22-1,2026-04-23 00:00:00,,1.2.22,部门1
217,user409320,239985,pass6270,员工_1-2-22-2,2026-04-23 00:00:00,,1.2.22,部门1
218,user402075,438054,pass2815,组长_1-2-23,2026-04-24 00:00:00,,1.2.23,部门1
219,user485775,223345,pass5205,员工_1-2-23-1,2026-04-24 00:00:00,,1.2.23,部门1
220,user210352,996459,pass1566,员工_1-2-23-2,2026-04-24 00:00:00,,1.2.23,部门1
221,user733930,847439,pass5240,组长_1-2-24,2026-04-25 00:00:00,,1.2.24,部门1
222,user456708,423014,pass8743,员工_1-2-24-1,2026-04-25 00:00:00,,1.2.24,部门1
223,user771082,934464,pass4460,员工_1-2-24-2,2026-04-25 00:00:00,,1.2.24,部门1
224,user770489,717018,pass5853,组长_1-2-25,2026-04-26 00:00:00,,1.2.25,部门1
225,user697522,305443,pass8796,员工_1-2-25-1,2026-04-26 00:00:00,,1.2.25,部门1
226,user281337,571176,pass2723,员工_1-2-25-2,2026-04-26 00:00:00,,1.2.25,部门1
227,user872418,742615,pass3215,组长_1-2-26,2026-04-27 00:00:00,,1.2.26,部门1
228,user801017,254419,pass6832,员工_1-2-26-1,2026-04-27 00:00:00,,1.2.26,部门1
229,user346518,817985,pass3635,员工_1-2-26-2,2026-04-27 00:00:00,,1.2.26,部门1
230,user701656,790144,pass8429,组长_1-2-27,2026-04-28 00:00:00,,1.2.27,部门1
231,user100735,254235,pass7408,员工_1-2-27-1,2026-04-28 00:00:00,,1.2.27,部门1
232,user310744,561615,pass4760,员工_1-2-27-2,2026-04-28 00:00:00,,1.2.27,部门1
233,user378094,328215,pass6684,组长_1-2-28,2026-04-29 00:00:00,,1.2.28,部门1
234,user810522,774696,pass7274,员工_1-2-28-1,2026-04-29 00:00:00,,1.2.28,部门1
235,user285661,725022,pass2307,员工_1-2-28-2,2026-04-29 00:00:00,,1.2.28,部门1
236,user865907,597756,pass7225,组长_1-2-29,2026-04-30 00:00:00,,1.2.29,部门1
237,user188807,977124,pass3287,员工_1-2-29-1,2026-04-30 00:00:00,,1.2.29,部门1
238,user817825,965147,pass7047,员工_1-2-29-2,2026-04-30 00:00:00,,1.2.29,部门1
239,user845043,665205,pass9903,组长_1-2-30,2026-05-01 00:00:00,,1.2.30,部门1
240,user439509,290017,pass8018,员工_1-2-30-1,2026-05-01 00:00:00,,1.2.30,部门1
241,user338809,982654,pass8311,员工_1-2-30-2,2026-05-01 00:00:00,,1.2.30,部门1
242,user189141,656009,pass5538,组长_1-3-1,2026-05-02 00:00:00,,1.3.1,部门1
243,user227692,203312,pass2868,员工_1-3-1-1,2026-05-02 00:00:00,,1.3.1,部门1
244,user177258,848543,pass2282,员工_1-3-1-2,2026-05-02 00:00:00,,1.3.1,部门1
245,user281434,593529,pass7553,组长_1-3-2,2026-05-03 00:00:00,,1.3.2,部门1
246,user786999,528528,pass8003,员工_1-3-2-1,2026-05-03 00:00:00,,1.3.2,部门1
247,user579848,411654,pass7792,员工_1-3-2-2,2026-05-03 00:00:00,,1.3.2,部门1
248,user482041,226137,pass7842,组长_1-3-3,2026-05-04 00:00:00,,1.3.3,部门1
249,user604255,594025,pass3455,员工_1-3-3-1,2026-05-04 00:00:00,,1.3.3,部门1
250,user166315,598547,pass2424,员工_1-3-3-2,2026-05-04 00:00:00,,1.3.3,部门1
251,user476033,461504,pass2283,组长_1-3-4,2026-05-05 00:00:00,,1.3.4,部门1
252,user473990,137439,pass9415,员工_1-3-4-1,2026-05-05 00:00:00,,1.3.4,部门1
253,user193591,823701,pass8261,员工_1-3-4-2,2026-05-05 00:00:00,,1.3.4,部门1
254,user652664,284896,pass4626,组长_1-3-5,2026-05-06 00:00:00,,1.3.5,部门1
255,user243753,653177,pass7147,员工_1-3-5-1,2026-05-06 00:00:00,,1.3.5,部门1
256,user606442,204268,pass2815,员工_1-3-5-2,2026-05-06 00:00:00,,1.3.5,部门1
257,user307585,832729,pass3253,组长_1-3-6,2026-05-07 00:00:00,,1.3.6,部门1
258,user864883,337595,pass8793,员工_1-3-6-1,2026-05-07 00:00:00,,1.3.6,部门1
259,user356456,964607,pass3019,员工_1-3-6-2,2026-05-07 00:00:00,,1.3.6,部门1
260,user260156,745384,pass8392,组长_1-3-7,2026-05-08 00:00:00,,1.3.7,部门1
261,user168433,598022,pass6762,员工_1-3-7-1,2026-05-08 00:00:00,,1.3.7,部门1
262,user159525,571602,pass9127,员工_1-3-7-2,2026-05-08 00:00:00,,1.3.7,部门1
263,user591672,844661,pass7093,组长_1-3-8,2026-05-09 00:00:00,,1.3.8,部门1
264,user939417,522053,pass9081,员工_1-3-8-1,2026-05-09 00:00:00,,1.3.8,部门1
265,user193306,353923,pass6398,员工_1-3-8-2,2026-05-09 00:00:00,,1.3.8,部门1
266,user435630,472719,pass8454,组长_1-3-9,2026-05-10 00:00:00,,1.3.9,部门1
267,user552566,797670,pass4974,员工_1-3-9-1,2026-05-10 00:00:00,,1.3.9,部门1
268,user622145,911850,pass4604,员工_1-3-9-2,2026-05-10 00:00:00,,1.3.9,部门1
269,user524452,625948,pass9772,组长_1-3-10,2026-05-11 00:00:00,,1.3.10,部门1
270,user746529,605516,pass7169,员工_1-3-10-1,2026-05-11 00:00:00,,1.3.10,部门1
271,user181768,932457,pass4252,员工_1-3-10-2,2026-05-11 00:00:00,,1.3.10,部门1
272,user629448,686864,pass4675,组长_1-3-11,2026-05-12 00:00:00,,1.3.11,部门1
273,user348679,772570,pass8224,员工_1-3-11-1,2026-05-12 00:00:00,,1.3.11,部门1
274,user592171,998515,pass1378,员工_1-3-11-2,2026-05-12 00:00:00,,1.3.11,部门1
275,user912387,927435,pass3809,组长_1-3-12,2026-05-13 00:00:00,,1.3.12,部门1
276,user855860,878455,pass7706,员工_1-3-12-1,2026-05-13 00:00:00,,1.3.12,部门1
277,user758999,895658,pass8766,员工_1-3-12-2,2026-05-13 00:00:00,,1.3.12,部门1
278,user288695,430619,pass5612,组长_1-3-13,2026-05-14 00:00:00,,1.3.13,部门1
279,user716508,630276,pass8219,员工_1-3-13-1,2026-05-14 00:00:00,,1.3.13,部门1
280,user543633,324093,pass4479,员工_1-3-13-2,2026-05-14 00:00:00,,1.3.13,部门1
281,user649260,285078,pass6152,组长_1-3-14,2026-05-15 00:00:00,,1.3.14,部门1
282,user599071,617160,pass3922,员工_1-3-14-1,2026-05-15 00:00:00,,1.3.14,部门1
283,user978573,746814,pass8298,员工_1-3-14-2,2026-05-15 00:00:00,,1.3.14,部门1
284,user553564,141902,pass9085,组长_1-3-15,2026-05-16 00:00:00,,1.3.15,部门1
285,user923427,628874,pass5444,员工_1-3-15-1,2026-05-16 00:00:00,,1.3.15,部门1
286,user772679,219655,pass4104,员工_1-3-15-2,2026-05-16 00:00:00,,1.3.15,部门1
287,user744718,137589,pass8278,组长_1-3-16,2026-05-17 00:00:00,,1.3.16,部门1
288,user816140,839186,pass8094,员工_1-3-16-1,2026-05-17 00:00:00,,1.3.16,部门1
289,user642898,123626,pass8192,员工_1-3-16-2,2026-05-17 00:00:00,,1.3.16,部门1
290,user481820,834382,pass2424,组长_1-3-17,2026-05-18 00:00:00,,1.3.17,部门1
291,user663470,585630,pass1981,员工_1-3-17-1,2026-05-18 00:00:00,,1.3.17,部门1
292,user723862,434914,pass7511,员工_1-3-17-2,2026-05-18 00:00:00,,1.3.17,部门1
293,user541723,547458,pass6622,组长_1-3-18,2026-05-19 00:00:00,,1.3.18,部门1
294,user676388,786939,pass1191,员工_1-3-18-1,2026-05-19 00:00:00,,1.3.18,部门1
295,user367633,718184,pass5586,员工_1-3-18-2,2026-05-19 00:00:00,,1.3.18,部门1
296,user841872,105030,pass2943,组长_1-3-19,2026-05-20 00:00:00,,1.3.19,部门1
